"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"Pharmacy Sales Assistant","https://www.careerjet.com.bd/jobad/bdbe4b10f85bcdcddf0e9243657ff08967","Save","Dhaka","[object Object]","Job Responsibilities   Receiving all medicine and preserving it in an in-door medicine store for sale. Recording the in-dor pharmacy items properly in Computer.  Maintenance of opt…","5 days ago","Apply easily"
"Registrar (Opthalmology)","https://www.careerjet.com.bd/jobad/bd5694b3200fbdcdbe6b5d0492eaf80e70","Save","Chittagong","[object Object]","Job Context  Institute of Community Ophthalmology is a prestigious eye care post graduate institute which is looking for energetic, motivated, career making Doctor/ Faculties for t…","5 days ago","Apply easily"
"Sr. Executive - HR & Admin in Auto Parts Industry","https://www.careerjet.com.bd/jobad/bd19f6c879fa1f0ad8ed5252c2629a9088","Save","Dhaka","[object Object]","Job Responsibilities  Depth knowledge of legal & factory compliance, compensation and benefits, Labor Law, Training, PMS.   Employment Status   Full-time   Workplace  Work at offic…","5 days ago","Apply easily"
"DCS Station Engineer","https://www.careerjet.com.bd/jobad/bdaa87f874a36696aec2bb197e078e3265","Save","Banshkhali, Chittagong","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Educational Requirements   B. Sc. - Electrical    Experience Requirements   5 to 8 year(s)    Additional Requirements   …","5 days ago","Apply easily"
"Associate Professor","https://www.careerjet.com.bd/jobad/bd3d494b79bc3157d9f14b9c1d55901072","Save","Dhaka","[object Object]","Job Context  Applications are invited from suitable candidates for the position of Professor, Associate Professor, Assistant Professor and Lecturer in the areas of Business Adminis…","5 days ago","Apply easily"
"Assistant Manager in Internal Audit","https://www.careerjet.com.bd/jobad/bd4b930451aab7b2177c399e121846ac69","Save","Dhaka","[object Object]","Job Context  Looking for a dynamic and self-driven professional to join as Assistant Manager-Internal Audit.   Job Responsibilities   -Assess financial operations and make best pra…","5 days ago","Apply easily"
"Medical Officer ICU","https://www.careerjet.com.bd/jobad/bd5727d37e0eac2a6caeebba65fb51c6d9","Save","Bangladesh","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Workplace  Work at office    Additional Requirements   Age 23 to 30 years    Job Location   Anywhere in Bangladesh   Sal…","2 days ago",""
"Junior Admin Officer","https://www.careerjet.com.bd/jobad/bd6deab77adc29acd6b71b7e5c76a7cf6b","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block - C, BFDL, Majumdar Bari, 1s…","6 days ago","Apply easily"
"Managing Director","https://www.careerjet.com.bd/jobad/bd63eaa2a616d8b3244f4036b0dd80c109","Save","Mohammadpur, Dhaka","[object Object]","Job Context   Permanent  Full-time  We are searching for an experienced and dedicated Office Manager for our reputed organization  Working hour: From 10 a.m. to 5 p.m. (6 days a we…","6 days ago","Apply easily"
"Teacher","https://www.careerjet.com.bd/jobad/bd14199824910ac466463fed2169ed4bb3","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Science/Commerce/Arts related subjects, English 1st/2nd, Math, Physics, Chemistry, Biology, BGS, IT for class v to class X and College level in Ba…","6 days ago","Apply easily"
"Managing Director","https://www.careerjet.com.bd/jobad/bd44e06ddd0fae0392a990418d1f257112","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  We are searching for a Managing Director for our reputed organization  Working hour: From 10 a.m. to 5 p.m. (6 days a week) …","6 days ago","Apply easily"
"Manager (Digital Marketing)","https://www.careerjet.com.bd/jobad/bd5bed5ac13a2b478a6055baa4f37c80e9","Save","Adabor, Dhaka","[object Object]","Job Context  FONDANT International Ltd. a multi sectoral business company. We are manufacturing and marketing bag, underwear garments and selling solar panel across the country. We…","6 days ago","Apply easily"
"Sr. IT Officer","https://www.careerjet.com.bd/jobad/bd6c1d4ed1bf44b9d55a620e3418dde650","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  Job Location: 25/25, Tajmahal Road, Block - C, BFDL, Majumdar Bari, 1st Floor, H/Q of CAC.  We are searching for a dedicated…","6 days ago","Apply easily"
"Junior/Asst. IT Officer","https://www.careerjet.com.bd/jobad/bd8a437bc0fb486e59979e40fe5ca6424c","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  We are searching for a dedicated and experienced IT expert to join our team. As an Asst./JuniorIT Officer  Working hour: Fro…","6 days ago","Apply easily"
"Sr. Admin Officer","https://www.careerjet.com.bd/jobad/bd9544783eeb6037bd54ab6740d5370311","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block - C, BFDL, Majumdar Bari, 1s…","6 days ago","Apply easily"
"Immigration Counselor","https://www.careerjet.com.bd/jobad/bdde33894510dfa0c7867fac503699434e","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Immigration Experts  ]ermanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block - C, BF…","6 days ago","Apply easily"
"Senior Education Consultant","https://www.careerjet.com.bd/jobad/bd0a7f92e8992984106ebc7c826e94d839","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  (For education in abroad)  Permanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block -…","6 days ago","Apply easily"
"Junior/Asst. Accountant","https://www.careerjet.com.bd/jobad/bdd809f64fe8cc3df5b58ff0e8599c8fab","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block - C, BFDL, Majumdar Bari, 1s…","6 days ago","Apply easily"
"Accountant","https://www.careerjet.com.bd/jobad/bd60344d07e2eb6d5445677043520f688c","Save","Mohammadpur, Dhaka","[object Object]","Job Context   IELTS is mandatory  Permanent  Full-time  Working hour: From 10 a.m. to 5 p.m. (6 days a week)  Job Location: 25/25, Tajmahal Road, Block - C, BFDL, Majumdar Bari, 1s…","6 days ago","Apply easily"
"ASM","https://www.careerjet.com.bd/jobad/bdf104a8aa6cd7246ca6b14f8488a9cc08","Save","Bangladesh","[object Object]","Job Context  BOSS Lubricants is a grassroots Canadian company founded in Calgary, Alberta by our CEO Murray Flegel.We have an ongoing commitment to creating a corporate culture tha…","4 days ago","Apply easily"
"Procurement/ Purchaser","https://www.careerjet.com.bd/jobad/bd079ce6429844ab3394c67c330bcfefe0","Save","Bangladesh","[object Object]","Job Context  We, Samsung C&T Meghnaghat CCPP Project, is searching for an Engineer who has experience as procurement/purchaser at any global power plant projects.   Job Responsibil…","4 days ago","Apply easily"
"Supervisor/Team Lead, Customer Experience and Digital Channel","https://www.careerjet.com.bd/jobad/bdb8742dfc0494381aaea274e677731e09","Save","Dhaka","[object Object]","Company Description   10 Minute School is the pioneer of the Ed-Tech industry in Bangladesh. We are teaching more than 2 million students every day through our website, app, and so…","17 days ago","Apply easily"
"Assistant Security Officer","https://www.careerjet.com.bd/jobad/bd74eac15ee263db5351d71c0b764daa07","Save","Dhaka","[object Object]","BAT is evolving at pace - truly like no other organisation.   To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos ever…","7 days ago",""
"Demi Chef De Partie","https://www.careerjet.com.bd/jobad/bd067d65d835f506149c17d6070e8c8f9f","Save","Dhaka","[object Object]","Job Number 23041790  Job Category Food and Beverage & Culinary  Location Sheraton Dhaka, 44 Kemal Ataturk Avenue, Banani, Dhaka, Bangladesh, Bangladesh  Schedule Full-Time  Located…","7 days ago",""
"Senior Technical Advisor - TB","https://www.careerjet.com.bd/jobad/bdef3db850f2d64e890d50f308975010c3","Save","Dhaka","[object Object]","MAIN PURPOSE OF JOB  The Senior Technical Advisor -TB, provides technical assistance to the National TB Program (NTP) of DGHS for strengthening electronic recording and reporting s…","7 days ago",""
"Technical Specialist-ICT","https://www.careerjet.com.bd/jobad/bd1108d5212e4e4d767df640ad87932890","Save","Rangpur","[object Object]","We strive on creating an inclusive work culture that ensures every individual feel supported and respected- a culture that focuses on gender inclusion with power to elevate unheard…","7 days ago",""
"Assistant Manager/ Deputy Manager- Mechanical","https://www.careerjet.com.bd/jobad/bd1210600b5263b9bb7c54b1abd321dbe8","Save","Pabna, Rajshahi","[object Object]","Job Context  We are looking for accountable ""Assistant Manager/ Deputy Manager, Mechanical"" to be responsible for mechanical, engineering and technical disciplines in our solar pow…","2 days ago",""
"Sr. Manager - Taxation","https://www.careerjet.com.bd/jobad/bd6cf04f8e770dd8910ba5fe79b577b96f","Save","Bangladesh","[object Object]","Job Responsibilities   Manage tax compliance, reporting, and filing works for the group.  Tax Planning, mitigating the tax burden efficiently, and ensuring compliance with all laws…","2 days ago",""
"Manager - Door & Plywood","https://www.careerjet.com.bd/jobad/bd871740aaeae52062913c388aa2f484c0","Save","Chittagong","[object Object]","Job Context  We are looking for individual who has practical experience, expertise and in depth knowledge to work as line manager of a Door & Plywood sales team. All candidates are…","2 days ago",""
"Assistant Manager/ Deputy Manager- Electrical","https://www.careerjet.com.bd/jobad/bd835544ba8ab04b8936a59c3d8c1bb6a4","Save","Pabna, Rajshahi","[object Object]","Job Context  We are looking for accountable “Assistant Manager/ Deputy Manager, Electrical"" to be responsible for Electrical engineering and technical disciplines in our solar powe…","2 days ago",""
"Executive/Sr. Executive, Foam & Mattress","https://www.careerjet.com.bd/jobad/bdb73a7f43d0141db69943f3b19d0844ad","Save","Chittagong","[object Object]","Job Context  We are looking for individual who has practical experience, expertise and in depth knowledge in selling of foam & mattress. All candidates are requested to go through …","2 days ago",""
"Medical Promotion Intrapreneur (MPI) Human","https://www.careerjet.com.bd/jobad/bdd6e19925ac651e6684c5c047004d63e9","Save","Bangladesh","[object Object]","Job Context  Navana Pharmaceuticals Ltd. is undergoing major expansion to meet the growing need of domestic as well as export markets. Navana is looking for enthusiastic, ambitious…","2 days ago",""
"Executive/Sr. Executive, Air Conditioner (AC)","https://www.careerjet.com.bd/jobad/bd1ec4c8e6f3704eef7ba62dce1a2437c7","Save","Chittagong","[object Object]","Job Context  We are looking for individual who has practical experience, expertise and in depth knowledge in selling of AC. All candidates are requested to go through the circular …","2 days ago",""
"Executive/Sr. Executive - Plywood","https://www.careerjet.com.bd/jobad/bdc879a4ec0cfed7523bc67be9b3a26a40","Save","Chittagong","[object Object]","Job Context  We are looking for individual who has practical experience, expertise and in depth knowledge in selling of plywood. All candidates are requested to go through the circ…","2 days ago",""
"Executive/Sr. Executive - Door","https://www.careerjet.com.bd/jobad/bda6ad37278564116d80edc0d91f6e4028","Save","Chittagong","[object Object]","Job Context  We are looking for individual who has practical experience, expertise and in depth knowledge in selling of door. All candidates are requested to go through the circula…","2 days ago",""
"Manager - Internal Audit","https://www.careerjet.com.bd/jobad/bd63df880b92b0eee7422c4ae60a0984f4","Save","Sirajganj, Rajshahi","[object Object]","Job Responsibilities   Develop/review and update Audit Charter and Internal Audit Procedures.  Develop Organization level Annual Audit Plan.  Plan and perform Audit Assignments of …","6 days ago","Apply easily"
